cif,formula
7218861,C24 H31 N3 O8
7150935,C32 H46 N2 O8
2226673,C20 H16 O4
1505069,C16 H12 O8
7104602,C48 H34 N2 O4
1518658,C32 H38 N2 O8
4064956,C36 H80 O2 P4 Pt2 S2
2213542,C32 H40 O8 S4
4065628,C6 Cl8 H12 Si4
7100209,B2 C30 H36 O4
2238201,C52 H36 N12 O12
4125047,C36 H60 O4 Si2
2210062,C18 H22 N6 O8
1506886,C36 H60 N4 O8
4020865,C54 H40 O2 Se4
4107211,C12 H24 O8
4030397,C44 H34 N2 O6 S2
7153365,C32 F6 H26 N4 O6
2237581,C20 F4 H12 N8
4501018,C22 H20 O4
7154022,C34 H34 N2 O10 S2
2004501,C20 H16 O12
1504340,C22 H26 N10
1513394,C16 H24 O8
2010425,C52 F4 H36 O8
4021054,C52 H56 N6
2240986,C20 H4 N28
2218675,C44 H44 O16
7218172,C7 H10 O5
7201830,C40 H40 N16 O4
4024499,C40 Cl2 H34 N8 O4 S2
1520344,C40 H48 O18 S2
4022845,Br2 C34 H30 N4 O6
7200201,C28 H20 N8 O4
2206802,C24 H20 O4 S4
2101848,C4 H16 N16 O8
4020348,C52 F8 H24
7152383,C30 H50 N2 O12
2014297,C12 Cd1 H12 N12
1529856,Br2 C58 H42 N4 O2
1502578,C30 H48 O6
2014035,C30 H52 N4 O10
4022057,C36 H20 N4
2015393,C38 H42 N6 O4
1517981,C52 H44 N4 O6
5000153,C4 H24 N16 S4
1506854,C44 H48 N4
2105068,C32 H38 N2 O10
1505567,C52 H56 O12
2011862,C28 H56 O24
4062299,C56 Fe2 H52 N4 O4
1508843,C44 H62 N2 O4
4100977,C48 H40 N4 O10
4506072,C42 H54 N6 O10
4020200,Br4 C40 H28 N8 O8
7118808,C42 H52 N4 O12
1517607,C50 H60 N4 O12
4336203,C16 Cl6 H28 N6
7106429,C32 H40 O8
2203550,C12 H20 N4 O12
4027769,C66 H54 N2
2001649,Br4 C16 H20 O16
2234046,C32 H34 N2 O10
1504129,C40 H40 O14
4020408,C32 H32 N12 S4
7154822,C24 H28 N4 O6 S2
7054007,C52 H40 N8 O12
2240629,C10 H20 N2 O12
7217886,C20 H26 N4
1543130,C44 H44 N4 O8
4078876,C32 Cl12 H72 N4 Ti4
4078685,C26 Cl4 H24 O12 Zn2
4076972,C48 Cl6 H54 O6 Sn3
2105027,C8 H12 O8
2203664,C24 Cl4 H20 N4
2015741,C26 H30 N6 O4
7052954,C40 H60 O4
2203064,C28 H40 O12
2236892,C52 H38 N4 O8
4031932,C30 Cl4 H48 N4 O8
7225632,C24 H44 N4 O32
4342493,C32 H32 N4 O8
4119494,Br4 C52 H36 O12
2212248,C24 H12 I12
1507830,Br2 C48 H36 N2 O6 S2
7155053,C48 H44 N8 O4 S2
4023416,C22 H22 N2 O10
4500217,C16 H28 O8 Pb2
2236257,C38 H40 N4 O12
4062954,C44 H38 N2 O10
1504872,C42 H72 O6 Si2
7219800,C26 F8 H14 N2
2236535,Br8 C36 H32 O4
4062529,C52 Cr4 H56 O8
7000349,C2 H12 N16 O10
7151520,C56 Fe4 H72 N4
2001558,C28 H36 N12 O4
1506635,C50 F12 H28 S12
4118949,C42 H36 N6 O6
7008135,C28 H20 N8
2007434,C32 H68 N4 O8
2000830,C40 H40 O16
4084666,C46 H44 O2 Ru2
4030978,C52 H32 I4 N4 S4
2005425,Br2 C12 H32 N2
4021101,C36 H50 O10 P2
4501134,C32 H28 N8 O4
7150613,Br8 C48 H24
7154441,C40 H32 N4 O2
2241009,C40 Cl8 H16 O12
2002921,C32 H32 N4 O4
2003684,C28 H24 N4 O4
2231288,C36 H48 N8 O16
4030463,C34 Cl6 H44 N2 O6 S2
7208802,C20 H32 N24 O4
2002928,C48 H48
1544226,C2 H8 N4 O2
4031912,C54 H56 O12
4026117,C36 H28 N8 O14 Se2
4022962,C32 Cl6 H30 N12 O4
4081091,C48 H40 N4
1543084,C40 Fe2 H40 O8
7217856,C16 H34 N2 O4
7150493,C24 H20 N4 O4
2105026,C8 H12 O8
4501872,C26 H38 N6 S2
2012015,C24 H20 O16
2105154,C12 H28 N4 O8
4066153,C48 Cl4 Cu2 H56 I2 N8
1503287,C58 H54 N2 O4
4063772,C24 F12 H40 N4 O16 S4 Si4
2217066,C20 H32 N12 O12
7152098,C40 H34 N6 O10
7108585,C36 H36 N12 O12
7152770,C18 F2 H22 N4 O10
2237792,Br4 C34 Cl4 H48
4026481,C18 H16 N4 O4
4103002,C40 H68 O2
4505427,C8 H14 N2 O2
4077325,C50 H34 O20 Os6 P2 S2
2018216,C24 H28 O12
4506224,C28 H40 N8 O12
7202449,C12 Cl4 H32 N4
2206059,C20 H20 O4
2216631,C48 H48 N4 O10
4020079,C34 H44 O12
2202988,C36 H36 O10
4026399,C32 H44 O8
7203243,C30 H56 N2 O4
2104164,C20 H40 N8 O12
7007105,B20 Br4 C4 H20
7037878,C12 H12 Mg2 O12
4024377,B2 C34 H50 O6
2006117,C40 H40 N8 O12
4079067,Br2 C32 Fe2 H38 O6
4068625,C46 H48 N4 O4 Ru2 S2
4026779,B4 Br24 C60 F8 H20 N8
4026906,Br2 C32 H24 N2 O6
4031487,C56 Cl8 H36 N12 S4
2208099,C36 H44 O8
2226473,Br4 C48 H36 N16
4113548,C38 H44 O6 S2
4029912,C22 H24 O8
7208127,C44 F12 H32 N12
1504992,C32 H52 O4
2231851,C52 H34 O2 P2
4024835,C28 H26 N2 O6 S2
7154446,C28 Cl8 H28 N4 O4
4022776,C30 H42 N2 O14
7153083,C52 H64 N4 O8
7213591,Br4 C12 H12 O8
4084978,C48 Cl4 Ga2 H36 P2
2226595,C36 H38 N6 O6
4328436,B40 C8 H40 I8
1503848,C22 H30 N2 O2
4074870,C60 Cl4 H56 O2 P4 Pt2
2204193,C36 H32 N4 O8
7213703,C26 H22 N2 O2
1506380,C28 H20 I4 O8
2000925,C56 H36 N4 O4
7204795,C44 H38 N10 O16
7002421,C40 H24 N16 O16
2001949,C20 H20 O20
1507111,C30 F4 H52 N4 O10
4026151,C24 F4 H48 N4 O24
7152813,Br4 C34 H32 N4 O10
2104853,C28 H32 N4 O4
1505202,C48 H36 N12 O6
7226354,C48 H50 N2 O4
7114937,B2 C4 H16 N2
4101760,B22 C8 H34
2227613,C50 H52 N8 O2
2232626,C48 H44 N4 O8
4505019,C18 H34 N2 O4
1508431,C8 H18 N10 S2
7150882,C34 H64 N8 O6
4028474,Br4 C20 Cl4 H6 I2 N4
2105148,C12 H28 N4 O8
2222693,Br4 C40 H36 N16
4501614,C36 H48 N8 O8
7036825,C24 Cd6 H54 N18 O36
7151471,C22 Cl2 H26 N4 O2
4075235,C24 Cl8 Cu8 H40 N8 O8
2228719,C18 H14 N4 O2
7054651,C28 H32 N6 O8
2009176,C8 H12 N4 O4
4023198,C34 H40 N4 O10
4508470,C26 H24 N4 O6
2002968,C12 F12 H8 N4
1516414,C24 H20 N4 O12
4111364,C24 H32 O4
1502611,C28 H28 O6
2000989,C30 H20 O8
2216330,C16 H24 O6
2219275,C40 H48 N16 O8
2210071,C48 H44 N4 O16
2018241,C10 H14 N10 O12
4026850,C30 H38 N2 O10
4086129,C52 H50 O4 P2 Si2
2201994,C40 Cl2 H42 O8
7154414,C56 Cl6 H38 N4
4512893,C6 H15 N3 O6
7219790,C52 F16 H28 N4
7150049,C32 H20 N8
2206851,C8 H18 O12 U1
4066630,C66 H54 N4 O4 Ru2
2103309,C8 H20 N4 O8
8100045,C48 H48 N8 O8
2300236,C32 H36 N4 O8
2012569,C32 H48 O12
2011397,C28 Cl12 H8 N4
4022252,C10 H10 N6 O4
7152124,C24 F4 H28 O12
4114983,C40 Cl4 H32 O8
2208049,C42 H44 N4 O4
4078037,C44 H40 O8
7109189,C28 H26 Si2
4029873,C58 H44 N4 O10
7029332,B40 C20 H52
7050066,C24 H36 N12 S4
7223879,C44 H20 N8 O4
7103910,C36 H52 N4 O12
4509232,C36 Cl4 H52 Ti2
2219765,C12 Cl4 H20 N4
2219506,C16 H44 N16 O6
7104705,C30 H22 N2 O6
2216348,C30 H26 N10 O4
2217954,C10 H12 N4 O10
2012951,C24 H36 N16 O4
2205421,C48 H40 N8 O16
7111221,C32 H40 O8 S4
7151677,Br2 C30 H30 N4 O6
7209814,Br4 C36 H28 O8
4025850,C54 H62 N2 O10
4072937,Br4 C30 H44 O2 Te2
7117023,C16 H20 N28 O8
7151249,C56 H68 N4 O6
2212872,C44 H48 O8 S4
7016220,Al2 C32 H64 N6
4085684,C28 H32 N12 O8
7051805,C6 H10 N14 O10
2210198,C46 H50 N2 O6
7106658,C46 Fe2 H36 O4
7214683,C24 H24 N8 O4
1502447,C23 H28 N1 O3 P1
4024346,B2 C28 H40 N2
4074554,C44 H58 N6 O2 Pt2
4024466,C58 H44 O2
7154728,Br4 C40 H64 N20
7208253,C32 H32 O16
2214368,C32 H44 N8 S4
8102491,C32 H40 N8 O8
4062626,C54 H54 I2 N4 Ni2
2226488,C26 H34 N2 O2
4027961,C32 H32 O4 S2
2212540,C48 F12 H48 N4
4023263,C40 H28 N12 S8
1502856,C32 H36 N2 O6 P2
7112234,C28 H60 N4 O20
1511966,C34 H30 N2 O4
7151489,Br4 C40 H28 N8
2232013,C44 H56 O12
2101860,C12 H28 N4 O12
7223913,C21 H15 N1 O9
7152173,Br2 C66 H38 O6
7206175,C44 H40 O8
2239856,C28 H30 N6 O8
7152910,C34 H30 N2 O10
7150974,C46 H54 N2 O4
4027844,C32 H38 N2 O8
2225913,C12 H16 N4 O12
2216172,C36 H32 N4
2210250,C16 Cl2 H18 N4
4509058,Br4 C56 H36 N8
4510364,C28 H56 N16 O12
2217845,C36 H32 N4 O4
4502399,C28 H24 N8 O16
4503107,C24 H24 Li8 O24
2000389,C16 H16 N8 S2
7219108,C20 H44 N4 O8
1507185,C72 F20 H28
7015874,Br2 C18 Cl6 H28
8101578,C28 Cl2 H28 Sn2
2001820,C28 H36 N4 O24
7051322,C48 H48
2214055,C36 H36 N4 O16
4060384,C48 H60 P4 S8
2004591,C44 H42 N2 O16
2100239,C12 H28 N4 O12
4024467,C58 H44 O2
4080631,C48 Cl8 H56 N8 Pd4 Se4
2008439,C8 H12 N20 O8
4513307,C52 H36 N4
4510872,C28 H48 N4 O12
7212308,C18 H62 N2 O18
4021626,C32 H40 I8
4118785,C30 H42 N6 O12
7150050,C28 H16 N4 O4
4029917,C56 H56 O24
4061652,C48 Cr4 H60 N4 O12
2212771,C48 H32 N4 O12
7224981,C16 H28 N6
8102020,C12 Cu4 H12 N8
1515392,Br4 C60 H48 N4 O16 S4
2235593,C40 H36 N20
2210047,C40 Cl4 H28 N4
7213463,C24 H24 N16 O4
4507505,C32 H32 O12
7152743,C36 Cl4 H44 O12
2225630,C36 H56 N8 O8
2239691,C38 H36 N4 O10
2218499,C32 H36 N8 O8
1100686,C12 H16 N16
2232875,C50 H48 N8
7051695,C26 H20 O6 S8
2105865,C20 H20 N4 O4
2202748,C36 H60 O8
2201343,C36 H26 N6 O2
7218742,C14 H4 S12
2227511,C28 H18 N6 O6
4028598,C60 F4 H40 N4 O4
4028549,C20 F2 H36 N2 O6
7105267,C40 H38 N2 O8
4023331,C30 H24 N8 O2
7112158,C44 H58 O6 Si2
7150475,C56 H56 O4 Se4
2234776,C20 H8 O4 S4
2212541,C28 H20 I4 O8
1544192,C16 H10 N6 O2
4300230,C2 H14 N14 O8
7108137,C34 H34 N2 O10
4124324,C44 F6 H38
4025749,C36 H52 N4 O20
2207500,C46 H48 O12
1504105,C50 H52 N4 O6
2014085,C12 H16 N24 Zn2
4021496,C26 Cl2 H46 O2
2217941,C40 H40 N8 O8
4031895,C30 Cl2 H26 O10
2215826,C8 H28 N12 S4
7055103,C44 H42 N6 O2
7208891,C12 H4 K4 O8
4070823,C18 Ga2 H26
4107913,C8 Cd1 H10 O12
4028525,C36 H36 N4 O8 S2
4028225,C44 Cl2 H70 N4 O8
2203590,C36 H28 N4 O8
4021363,C32 H34 N2 O4
2012161,C48 H40 N8 O8
4023479,C28 H16 N8 S4
4122316,C40 H40 N4 O4
1540600,C58 Cl2 H36 N2 O2
2008945,C22 H48 N4 O8
4318415,C4 Cd2 H12 O14
7203133,C32 F12 H48 O12
2016475,C20 Cu4 H20 N16
4076363,C20 F20 H32 N8 P4
2215924,C32 H48 N8 O8
4020583,Br2 C12 H8 N2 O2
4105367,C26 H32 O4
2235214,C48 H36 N12
2229820,C40 F4 H20 O12
2211267,C32 Cl12 H20 O4
2003341,C28 H52 N12
7005592,B2 C52 H56 N2
1501796,C30 H44 O6
1518437,C24 H48 O24
2235480,C44 H36 N4 O12
1540692,C48 H52 N4 O16
4073065,C32 Cl2 H42 N2 Ru2
2004438,C32 H52 N4 O20
4027078,C64 Cl4 H44 I4 N4 O8
7211932,C20 H36 N4 O10
1543322,B40 C20 H52
2217314,C36 H40 N4 O4
4026730,C38 H58 N6 O10
7117267,C18 Cl6 H18
7054720,C8 H8 O4
4504975,C12 H12 N12 O6
2016175,C38 H44 N4 O4
4029276,B2 Br2 C40 H50 N6 O16
2216150,C28 H36 O8
2015317,C28 H38 N10 O18
7153961,C72 H40
4026078,C48 H44 O6
2222103,C4 Cl4 H20 N4
7219104,C12 H28 N4 O8
7211113,C28 H22 Li2 O8
7151894,Br2 C44 H34 O12
7219071,C14 Cu2 H12 N10
4022526,C42 H52 N4 O6
7103151,C42 H38 O6
4023857,C28 H34 N2 O4 S6
4329846,C2 H6 N12 Sb2
7150585,C36 H52 I4 N8 O4
7200957,C28 H48 N8 O28
4076816,C38 H18 N6 O18 Ru6
2240326,C16 H16 O24 Pb4
4069025,C48 H52 N4 O6 S2 Si2
4101236,C40 H28 O8
7226343,C10 H8 N4
7217711,C14 Cl4 H22 N4
4028899,C52 Cl4 H62 O4 P2 Pd2 S2
2228717,C22 H20 N4 O10
7106100,C46 H50 N2 O6
2010741,B4 C32 H56 Zr2
4303445,C24 H40 N8 O8
2004269,C16 H32 N24 O8
2222451,C24 H32 N24
2235867,C14 H12 O8 S4
4101736,C36 H34 I2 O6
2101172,C4 H24 N8
4119049,C8 H24 N32 O16
4029588,C28 H28 N12 O2
2222781,C28 H28 N4 O12
2232442,C40 H32 N4 O8
4021437,Br4 C64 H48 N4 O12
7152823,Br4 C64 H48 N4 O12
4064891,C20 Fe4 H14 N2 O14 Se4
2213512,C12 H20 O8
1518280,C24 H24 O12
2241074,C42 H40 N4 O6
2200633,C32 H40 O8
4115944,C32 H28 O8 Te4
4104770,C34 H34 N2 O6
7054788,C24 H32 N32 O16
1508316,C46 H40 N4 O8
2228535,C24 H24 N4
7216282,C40 Cl4 H20 O12
4332587,C8 Ca4 H8 O16
7118838,C38 F10 H12 N4
1506290,C50 H40 N8
2220312,C22 H26 N2 O6
7225633,C24 H44 N4 O32
2203490,C22 Cr2 H20 O6
1540621,Br4 C56 H44 N16 O4
2005043,C30 H40 O10
1504554,B2 C54 Cl6 H44 O10
4117161,C42 H32 O4 S2
2227899,C12 H14 N4 S2
2219302,C20 H18 N2 O12
7154569,C24 H20 N4 O4 S16
4025765,C22 H32 O10
2211489,C24 H8 I16
2010045,C56 F16 H32
2006041,C28 H36 O10
7151736,C34 H28 O12
4020288,C48 H60 N4 O16
4062247,C30 H58 In2 O4
4021967,C40 H42 N2 O12
7112240,C28 H60 I4 O12
1504196,C18 H24 O6 S2
2016797,C16 H36 N4
2221294,Br2 C20 H18 O4
7153316,C22 Cl2 F2 H14 N6 O2
2101397,C8 H12 N8 O16
4503818,C18 H16 N2 O6
1529509,C38 H32 O4
2232430,C16 H30 N6 S2
4075867,Au2 B20 C46 H54 O6 P2 Re2
2105022,C24 H40 O16
7052958,C38 Cl4 H48 O2
7100828,C24 H20 N16 S16
2229575,C22 Cl8 H32
4103598,C4 H16 N24 O16
2102063,C32 H48 N8 O16
2211997,C32 H32 N8 O2
2000856,C30 H52 O8 S4
1503191,C44 H32 O16
2203029,C60 H46 N2
2016142,C28 H20 I4 N4
7154459,C20 H30 N2 O12
7026056,C36 H44 Li4
4021448,C39 H51 N3 O6 S3
4027270,C24 H32 O6
4331193,C40 H48 N16 O4
2208708,C18 H20 N4 S4
1513535,C36 H50 N2 O10
4081498,C40 Fe2 H64 N4
7153648,Br2 C34 H30 O4
4501828,C38 H56 N4 O12
7207221,C36 H34 N2 O4
4085076,Br4 C40 Fe4 H32
2101940,C34 H38 N10 O16
4085812,C58 Cr2 H54 O14 P2
2237902,C38 H34 N2 O10
4512204,C28 H32 N8 O8
4025418,Br8 C28 H24 N4 O8
4027610,C48 H24 O8 S8
2205587,Br8 C40 H24
7011314,C22 H30 Ni1 S4
4027964,C44 H76 N4 O4
7102060,C30 H44 O22 S6
1542287,C38 H44 O10
7152824,C32 H38 N4 O10 P2
4510917,C28 H40 O12
7152407,C40 H60 O4
1519436,Br8 C16 Cl8 H40 N4 Pb2
1542653,Br2 C26 F24 H8 N2
7217150,C40 F4 H28 N4
4504974,C4 H10 N2 O4
7202475,C24 H36 N12 O20
4060356,C64 Fe4 H56
4062411,C22 Co1 H27 O6 Ti1
2214901,C28 H24 O4
2228697,C40 H40 O20
4067863,C38 Cl4 H48 N8 O2 Ru2
7205015,Br4 C44 H28 O4
2101374,C18 Cl6 H18
1543474,C18 H14 N6 O6
4104247,C42 H60 O6
7215857,C24 H26 N4 O14
4021488,C26 H38 N2 O10
4512819,Ag8 C28 H8 O24
4086219,C36 Ge2 H64 N4 O4 Si2
2222538,C20 H24 N8 O2
2104784,C12 H28 N4 O8
7151076,C60 F8 H48 N8 O12
2225518,C18 H28 O8 S2
4500432,C32 H32 O12
4064276,Ag8 C24 Cl4 H12 O16 S4
2220258,C48 Cl8 H48 O8
7150784,C36 H68 N4 O16
2241157,C44 H44 N4
7011177,C14 H14 N4
2232035,C38 H40 O10
2010245,C56 H36 N12
2230218,C20 H16 O8 S12
2016821,C36 H44 N4 S4
1542633,C46 H56 O10
2204085,C36 H32 N8 O16
4103314,C28 H32 O16
1543168,C36 H24 O12
7153528,C48 H40 N4 O2 S2
4100437,C28 H36 O8
4027030,C16 H32 O8
4078151,C46 H34 N2 O4
1502391,C32 H36 N4 O6
1504491,C44 H40 O14 S2
1502570,Br2 C44 H72 N2 O4 S2
1542362,Br2 C50 H36 N2 O8
4061577,C58 H64 P4 S4
1505196,C24 H18 N4 O2
2103593,C12 H24 O10
1506873,C24 H32 O4
1504636,C56 Cl8 H24 O16
7225635,C24 H44 N4 O32
2235635,C36 H36 N12
7105869,C46 H50 N2 O6
4021214,Br2 C44 H48 N2 O6 S2
1516704,C34 Cl6 H44 N2 O6
4300231,C2 H14 N14 O8
4030756,Br4 C48 H60 N8 O4
4077536,C40 Fe4 H48 N8
1528339,C12 H24 N8 O8
4077156,B14 C38 Fe2 H56 N2
7153160,C32 F20 H28 O4 S4
4500839,C32 H30 N2 O16
4021891,C32 H24 N2 O2
2231713,C36 H36 O8
4507474,C28 H52 N4 O8
4027216,C24 H40 O6
2218340,C32 H24 N8 O8
4511617,C8 H14 N2 O6
4101607,C14 H14 I2 O4
2222547,Br4 C36 H36 O12
2105112,C12 H28 N4 O12
7111129,B20 C28 F8 H32
2226108,C40 H32 N8 O12
7204770,C28 F10 H10
4064153,C34 H44 N4 O10 W2
2005844,C28 H26 N6
4509239,Br4 C32 H48 O12
2228286,C8 H4 N4 O8
4024056,C28 Cl4 H52 N16
7150525,C28 H54 O6 Si2
4020451,C51 H48 N6 O18
2008862,C42 H48 N4 O10
4026258,Br8 C40 H40 O24
4500959,C32 H32 O8
2105100,C12 H28 N4 O12
4513599,C8 H42 N2 O12
4078706,C34 H54 N6 Ni2 O4 S6
2206070,C52 H40 N8 O8
4506064,C32 H34 N6 O10
4020417,C44 H56 O30
4021255,C36 H28 N4 O4
4505867,C18 H16 N2 O4
4077820,C20 F4 H14 Mn2 O4
4512821,C18 H18 N2 O8
4026676,C20 Cl4 H12 N4 O4
7154838,C68 H60 N4 O4
7100701,C24 F20 H4 O4
8100538,C40 H40 O32
7019735,C16 H20 N8 O8
2241412,C52 H48 N8
4027300,C28 H44 O8
2223361,C30 H46 Ir2 O14
4072502,C52 H52 Si2
4120263,C36 H56 N8 O8
7113282,C40 H54 N2 O16
1543910,C38 H44 O8
2009004,C20 H44 O4
4112219,C34 H42 N2 O4
1512069,C38 H52 O8 Ru2
4117754,C24 H32 O8
2237295,C28 H48 N16 O4
4064281,C40 Co2 F12 H28 P2
4511618,C14 H14 N2 O4
7150952,C44 H44 N4 O8 S2
4117082,C26 H20 N8 O8
2235514,C20 H24 N4 O8
4331745,C12 Cu2 H8 N10
4505819,C20 H20 N4 O12
4026281,B2 C44 F4 H40 N6 O2
1507372,C26 H32 O8 S2
2010508,C52 H48
7216189,C12 Cd2 H10 N16
4024219,C32 H48 N8 O8
4030105,C66 H54 N2 O8
2100148,C48 Cl8 H40 O8
4500646,C38 H50 N2 O6
7209200,C40 H44 N4 O8
4116183,C44 H38 N2 O4
7155131,C40 H44 N4 O12
1513507,C64 H56 N8
2014647,C14 H14 N4 O4
1511968,C60 H48
7204820,C44 F16 H20
2105622,C44 H44 N12 O8
2011234,C16 H62 N2 O12
1503361,C46 H32 I2 N2 O4
7153232,Br2 C52 H42 N4 O2
4119730,C32 H44 O12
4308002,C32 H52 Hg2 Si4
7151915,C22 Cl2 H20 N6 O2
4069869,C34 H60 O6 Ti2
4084488,C58 H64 O4
1502566,C32 H36 O4
2206924,C44 H40 N16 O12
4508023,C16 H28 O8
2300245,C32 H36 N4 O8
2202598,C40 H38 N2 O10
4027282,B2 Br2 C44 Fe2 H42 P2
2013559,C44 H36 N20
4328484,C26 F18 H2 N4
1507559,C16 H28 N8 O8
7210541,C22 H24 O4 S2
1502621,C52 H60 N4 O4
4028786,C48 H66 N6 O8
4026675,C16 H8 N4 O4
4081474,C40 Cl4 H60 N8 O4 Pd2 S2
7005721,C18 Fe2 H14 O8
1504731,C42 Cl2 H62 N2 O12 P2
4083913,C48 H56 Hf2
2003892,C32 Fe2 H52 Si4
4310538,C8 H16 N16
4504005,C40 F8 H28 O8
4030768,C26 H30 N2 O2
4508289,C8 H8 I4
4028034,B4 C44 H56 O12
7201788,C40 H24 O16
1506089,C28 H16 N16 S4
4021976,C42 H44 O6 S2
2300572,C44 H40 O8 S4
7153092,C48 H60 O6
2219311,Br4 C16 H16 O12
2206599,Br4 C28 H22 N2
2225255,C40 H44 N4 O10
2219413,C30 H24 O4 S2
4504866,Br4 C24 H14 N2
4020144,B4 C36 F8 H68 N8
1519848,C48 H56 O12
4023231,C36 Cl2 H46 N8 O4
7154544,C30 H24 N8 O4
7117260,Br6 C18 H18
1518625,B2 Br2 C36 F4 H18 N6
2235457,C30 H44 N4 O12
2200479,C28 H24 N8 O16
1519519,C24 H16 O8 S12
4021783,C30 H36 O6
4028191,C22 F6 H24 N2 O4
4023998,C40 H60 N4 O24
4507559,C28 F4 H28
4023132,C28 H40 O16 S8
2000553,C44 H54 N2 O8
8000163,C40 F12 H24 O8
4100857,C44 H38 N6 O2
2230675,C22 H20 N4 O8
4084693,C34 Cl2 H40 N4 O6 Re2 S4
4024969,C40 H48 O6
7209117,Br4 C24 H64 N4
4066043,Br2 C34 H14 Mn2 N2 O8
1508564,C42 H48 O12
7225380,C8 Cl20 H4
1505972,C36 H58 N2 O2 Si2
2211364,C44 H40 N4 O6
2007879,C16 H16 S16
2001326,C30 H42 N2 O16
7150164,C28 H44 O10 S2
1508822,C52 H40
7154578,C52 Cl2 F6 H48
2203523,C48 H44 N4 O16
1513499,C46 H42 N2 O8 S2
4025515,C18 Cl2 H44 N2 O12
2018126,C44 H48 I8 P2
7214411,C28 H40 N4 O6
1505378,C60 H40 O2 S2
2003250,C24 H24 O8
1542462,C44 Cl4 H52 O4
4027187,C32 F2 H50 O6
7200457,C16 H24 N16 O4
2236984,C20 H18 N6 O4
7214507,C12 H24 N8 O12
7150434,C44 H60 N4 O20
4075050,Br2 C20 H20 N2 S2
2219028,C30 H26 N6 O4
2105601,C22 H38 N2 O2
2003942,C52 H26 N14 S2
4029261,C32 H34 N2 O2 S4
5000001,C36 H44 N4 O12
7054559,C42 H54 O10 P2
7214120,C52 H34 N2 O10
2003549,C26 H32 N4 O16
4113768,Br2 C26 H38 O6
4081767,Al2 B2 C26 Cl12 H18 N2
4026583,C26 H32 O4
2200562,C34 H32 N4 O4
7112726,C46 H38 N6 O6
2203518,Br4 C16 H48 N20
2105155,C12 H28 N4 O8
7151077,C60 F20 H40 N4 O4
4027538,C44 H48 O14
2225882,C32 H48 O8
7216389,C16 H32 N8 O4
7209203,C28 H52 N4 O24
4342844,C14 Cu2 H12 N10
2216447,C24 H12 O4 P4
4064783,Al4 B24 C8 Cl24 H24
4508138,C26 H24 N4 O10
4322930,C28 Cu4 H48 N12
7053271,C28 H24 O16
7027690,C42 H52 N4 O6
4511329,C20 H18 N6 O4
4024191,C24 F10 H22 N2 O12 P2
4020401,C20 H30 Li2 O4 S2
1520240,C18 H18 N2 O6
7150825,C36 H44 N4 O8 S4
1508473,Br12 C24 H12 N8
4023720,C34 H58 N2 O12
4081081,C22 H40 P2 Pd2
2205031,C50 H52 O10
2018613,C32 H28 O6
4025405,C24 F4 H32 N4 O8
4069356,C28 H32 N4 O18 Pt2
2223659,C36 H32 O8
2218229,C40 H40 N16 S4
7152152,C60 H56 N8 O8
7203321,Ag4 C16 H20 N8
4068661,C60 Cl4 H56 N4 Te4
1518693,C46 H44 N4 O2
7154658,C54 H44 O2
7152120,C12 H16 O8
1512591,C56 H52 N4 O20 S4
4506191,C52 H48 O4 S4
2219889,C32 H44 N28 S8
7150108,C20 H44 N4 O20 S4
1515925,Br2 C12 H14 O8
2217574,C18 H14 N10
1518582,C34 F2 H28 N2 O6
4064069,C20 H58 Si8
4029510,C44 H36 N4 O4
7017427,C28 H22 N6 S4
4079711,C46 Cl2 H50 N6 Rh2
4029874,C60 H48 N4 O10
4022909,C42 H52 N4 O6
4340824,C8 H12 Pt1 S4
2222987,C28 H16 S8
4024797,C30 H44 N4 O4
7214365,C18 H20 N4 O10
2217009,C28 H32 N4 O8
7154013,C72 H52 N4 O8
2201072,C44 H44 O6
1506969,C40 F8 H48 N8 O12
7053213,C60 H40 S4
7219110,C20 H44 N4 O8
2013803,C28 H14 N6 O12
2009731,C22 H16 N8
2209270,C8 H6 Na2 O10
4022976,C34 H42 N6 O12
2017252,C10 F12 H12 O4
4079945,C28 F12 H36 N2 P2 Ru2 S2
7050569,C28 Cl6 H20 N4
2017882,C46 H38 N14
1513409,C14 H26 N26 O10
2223832,C32 H44 O4 S16
2103896,C18 H36 N4 O4
2213142,C20 H24 N4 O10
4332964,C24 H22 N6 O4
4307499,C24 F10 H10 Hg1
4324446,C12 H40 N40 O12
4082581,C42 Ga2 H54 N4 O2
1529866,C48 H46 N2 O6 S2
1508140,C34 H50 N2 O4
1506672,C56 H58 N2 O8
7114917,Br2 C12 H14 O8
7109260,C44 H48 N4 O8
4022227,C40 H60 P4 S4
2204196,C56 H36 O8 P4
7153602,Br2 C40 H34 N4 O8
7117669,C24 H22 N2 O4
7153561,C40 H46 N6 O4
4120892,C36 H38 N2 O4
2102853,C40 H48 O8
4119796,Bi2 C28 H44 N18
8102080,C28 Cl8 H16 O4
4029209,C52 H68 N4 O4
2234133,C40 H28 N12 O12
4074500,C40 Fe8 H32 O28 S8
4116154,C28 H48 O16
2235177,C32 H74 P4 Pd2
4102294,C48 H40 S8
4500780,C12 H20 N4 O4
4031736,Br2 C24 H26 Si2
4021462,C30 H48 O12
4023960,C32 Cl8 H16 N16
7223874,C60 F4 H28 N8
2010311,C40 H32 N16
2227701,C32 H28 N12 O4
4067670,C28 H32 N8 S4 Si2
