formula,name
C16 Cu6 H8 I2 N16,CEXJUN01_FSR_macro
C46 H40 N4 O10 Zn2,CEXMIE_FSR_macro
Ag8 C48 Cl4 H28 N8 O16,CEXNUR_FSR_macro
C18 Cd2 H14 N2 O8,CEXYOU_FSR_macro
C60 H46 N12 O10 Zn2,CEYKAU_FSR_macro
C54 Cu2 H36 N4 O12,CEYMAW_FSR_macro
C24 Co2 H16 N4 O8,CEYPUT01_FSR_macro
C40 H48 N16 O32 Zn4,CEYQIG_FSR_macro
C16 H28 N8 Na4 O16,CEYXIO_FSR_macro
C68 Cd4 H52 N12 O20,CEYYEL_FSR_macro
C32 H24 N4 O22 U4,CEYYOW_FSR_macro
C18 Cu2 H12 I2 N2 O4,CEZBEQ_FSR_macro
Ag4 C48 Cl4 F4 H48 N12,CEZCAN_FSR_macro
C56 Cu4 H48 I4 N16,CEZDES_FSR_macro
C52 H36 N12 O16 S4 Zn4,CEZKEA_FSR_macro
C76 Cd2 H56 N4 O10,CEZMUS_FSR_macro
C76 Cd2 H56 N4 O10,CEZNAZ_FSR_macro
Ag2 C58 H52 N8 O6 P2,CEZNUS_FSR_macro
C96 H64 N16 O48 Pb8,CEZZEN_FSR_macro
C48 H32 N8 O24 Pb4,CEZZIR_FSR_macro
C56 Cl8 H32 O16 Zn4,CHLBZN_FSR_macro
C24 Cl4 H16 Hg4 N4 O12,CIBFAV_FSR_macro
C96 Cl8 H80 Hg4 N24 O12,CIBHON_FSR_macro
C22 H24 N8 O16 Zn4,CIBLEG_FSR_macro
C56 Dy4 H40 N4 O34,CIBNEI_FSR_macro
C56 H40 N4 O34 Tb4,CIBNIM_FSR_macro
C56 Gd4 H40 N4 O34,CIBNOS_FSR_macro
C56 Eu4 H40 N4 O34,CIBNUY_FSR_macro
C56 H40 N4 O34 Sm4,CIBPAG_FSR_macro
C56 H40 N4 Nd4 O34,CIBPEK_FSR_macro
C56 H40 N4 O34 Pr4,CIBPIO_FSR_macro
C56 H40 N4 O34 Yb4,CIBPUA_FSR_macro
C56 Er4 H40 N4 O34,CIBQAH_FSR_macro
C32 H20 N4 O20 Pb4,CIBQOU_FSR_macro
C30 H18 N2 O20 Pb4,CIBQUA_FSR_macro
C36 H52 N4 O16 Sn4,CIBQUZ_FSR_macro
C32 Cl2 Cu1 H32 N4 O2,CIBRIR_FSR_macro
C56 F8 H52 N8 O20 Zn4,CIBYAO_FSR_macro
C20 Ca2 H16 N8 O20,CIBYIX_FSR_macro
C12 H28 O16 Sr2,CIBZES_FSR_macro
C52 F4 H68 O8 Sn4,CIBZIY_FSR_macro
C20 Cd2 H24 N12 S4,CICBOI_FSR_macro
C10 Cd1 H16 N2 O4 S4,CICFAW_FSR_macro
C52 H48 N8 O24 S4 Zn2,CICJEE_FSR_macro
C36 H32 N16 O8 Zn2,CICLAD_FSR_macro
Ag6 C36 H16 N6 O6,CICNOT_FSR_macro
C14 Cu2 H20 O20,CICYET_FSR_macro
C56 Cl8 Co4 H56 N16 O8,CICYUJ_FSR_macro
C34 H32 N4 O8 Zn2,CIDDIE_FSR_macro
C40 Cd2 H48 N12 O20,CIDGON_FSR_macro
C32 Cu2 H28 N4 O8,CIDGOO_FSR_macro
C44 Cl4 H32 Hg2 I4 N12 O4,CIDLOS_FSR_macro
Br4 C22 H16 Hg2 I2 N6 O2,CIDLUY_FSR_macro
Br2 C22 F2 H16 Hg1 N6 O2,CIDMIN_FSR_macro
Ag4 C40 H24 N8 O12 S4,CIDMIO_FSR_macro
C80 Cu4 H56 N16 O12 S4,CIDMOU_FSR_macro
C44 Cl8 H32 Hg2 N12 O4,CIDMUZ_FSR_macro
Br8 C44 H32 Hg2 N12 O4,CIDNEK_FSR_macro
C80 Cu8 H96 N16 O48,CIDWUJ_FSR_macro
C44 H44 N8 Ni2 O16,CIDZOG_FSR_macro
C48 H56 N8 O20 Zn4,CIFBUQ_FSR_macro
C16 F6 H14 O12 Pb2 S2,CIFFIH_FSR_macro
C52 H52 N4 O20 Zn4,CIFFUU_FSR_macro
C24 Cu4 H32 N8 O16 S4,CIFGIJ_FSR_macro
C60 H52 N4 O20 Zn4,CIFGOP_FSR_macro
Ag16 C24 Cl16 H48 N16,CIFGUT_FSR_macro
C24 Cd2 Cl4 H20 N12,CIFVES_FSR_macro
C34 H82 N4 O8 Ti2,CIGCEC_FSR_macro
C24 H8 K8 N8 O16,CIGNEM_FSR_macro
C12 Cu2 H12 N4 O12,CIGPAK_FSR_macro
Ag2 C50 H44 N4 O4 P2,CIGXIC_FSR_macro
C58 Cu8 H48 N16 O8 S8,CIGYAU_FSR_macro
C50 Cu8 H48 I8 N8 O8,CIGYEY_FSR_macro
C76 H48 N8 O20 Zn4,CIGYUP_FSR_macro
C24 H36 Li4 O16,CIHFUU_FSR_macro
C8 Fe4 H20 O24 P4,CIHHOR_FSR_macro
C36 Cu2 H36 N4 O12 P4,CIHLOW_FSR_macro
C36 Cu2 H36 N4 O12 P4,CIHLUC_FSR_macro
C40 Cu2 H36 N4 O12 P4,CIHMEN_FSR_macro
C32 Cu2 H28 N4 O8 P2,CIHMUD_FSR_macro
C16 Cu4 H24 O16 P4,CIHNEO_FSR_macro
C40 Cu6 H68 I6 N4 O4 S4,CIHNIR_FSR_macro
C48 Cu4 H32 N12 O32,CIHRAN_FSR_macro
C22 H26 N10 O8 Zn2,CIHROB_FSR_macro
C28 Cl2 Cu2 H22 N10,CIHSIW_FSR_macro
C28 Cl4 Cu4 H22 N10,CIHSOC_FSR_macro
C46 Eu2 F36 H18 N8 O12,CIHSUI_FSR_macro
C44 H36 O12 P4 Zn4,CIHXID_FSR_macro
Bi2 C20 H16 N2 O20,CIHXOJ_FSR_macro
C32 Cd4 H28 I8 N20,CIHYID_FSR_macro
C22 Cd3 H14 N16 S6,CIHYOJ_FSR_macro
C120 Co24 H96 N16 O88,CIJBEE_FSR_macro
C88 Eu4 H92 N8 O36,CIJBEF_FSR_macro
C88 H92 N8 O36 Tb4,CIJBIJ_FSR_macro
C32 Cd2 H42 N14 O10,CIJNEP_FSR_macro
C112 H120 N8 Ni4 O40,CIJPAO_FSR_macro
C36 Cl2 H24 Mn1 N12 S4,CIJREU_FSR_macro
C32 Cu2 H24 N2 O8,CIJSIZ_FSR_macro
C68 Cu4 H56 N4 O16,CIJSOF_FSR_macro
C30 H32 N6 O16 S2 Zn3,CIJTAT_FSR_macro
C16 Cd8 H56 O60 S4,CIJVOH_FSR_macro
C40 H48 N16 O16 Zn4,CIJWID_FSR_macro
Br4 C34 Cd1 H32 N4 O6,CIJXAW_FSR_macro
C12 H20 Mn2 O10,CIJZIG_FSR_macro
C20 H40 Mn4 O24,CIJZOM_FSR_macro
C34 Cd2 H30 N2 O12,CIKCOQ_FSR_macro
C32 H34 O22 P4 Tb2,CIKFOT_FSR_macro
C32 Gd2 H34 O22 P4,CIKFUZ_FSR_macro
C32 H34 O22 P4 Sm2,CIKGEK_FSR_macro
C32 H34 Nd2 O22 P4,CIKGIO_FSR_macro
C32 H34 O22 P4 Pr2,CIKGOU_FSR_macro
C32 H34 La2 O22 P4,CIKHAH_FSR_macro
C44 Cu2 H34 I2 N8 O8,CIKROF_FSR_macro
C8 H8 O28 U4,CIKYEB_FSR_macro
C56 Cu4 H32 N8 Nd4 O32,CILDAD_FSR_macro
C28 H20 N4 O24 Zn8,CILDOR01_FSR_macro
C12 H24 O36 Tb4,CILDUX_FSR_macro
C32 H28 N20 O8 Zn4,CILKIT_FSR_macro
C32 H28 N20 O8 Zn4,CILKOZ_FSR_macro
C28 Cl4 H24 Hg4 N4 O20,CILQAS_FSR_macro
C12 Co1 H8 N2 O4,CILQET_FSR_macro
C20 Cl2 H22 Hg2 N4 O10,CILQEW_FSR_macro
C76 H56 N20 Ni6 O28,CILXED01_FSR_macro
C8 Cu6 H16 N52,CILXIE_FSR_macro
C76 H56 N12 Ni6 O28,CILXIH01_FSR_macro
C16 H12 N12 O16 Zn4,CIMFIP_FSR_macro
C36 H24 N36 O24 Zn6,CIMFUB_FSR_macro
C44 H36 N16 O8 Pt2 Zn2,CIMRUN_FSR_macro
C44 H36 N16 O8 Pd2 Zn2,CIMSAU_FSR_macro
C16 H24 O24 Zn4,CIMZII_FSR_macro
C21 H9 Li3 N6 O18,CINCEI_FSR_macro
C32 H32 N4 O36 Tm4,CINMIW_FSR_macro
C32 H48 N4 O44 Sm4,CINNAP_FSR_macro
C32 H48 N4 O44 Tb4,CINNIX_FSR_macro
C32 Er4 H32 N4 O36,CINNOD_FSR_macro
C32 Dy4 H32 N4 O36,CINNUJ_FSR_macro
C16 H20 La2 N2 O20,CINPAR_FSR_macro
Br2 C8 H16 Mn1 O2,CINWAY_FSR_macro
Ag8 C52 H40 I4 N8 O16,CIPDIQ_FSR_macro
Ag4 C40 H30 I2 N4 O8,CIPDOW_FSR_macro
C14 Fe1 H10 N6 Pd1,CIPQAW_FSR_macro
C32 Cd4 H48 N8 O40 S8,CIQCUD_FSR_macro
C16 H16 N4 O16 Pb2 S4,CIQDAK_FSR_macro
C44 H56 N4 O32 Tb4,CIQMEW_FSR_macro
C44 Er4 H56 N4 O32,CIQMIA_FSR_macro
C120 Fe4 H120 N16 O32,CIQPID_FSR_macro
C44 Gd4 H56 N4 O32,CIQQOK_FSR_macro
C44 Dy4 H56 N4 O32,CIQRAX_FSR_macro
C12 Cl8 H8 N2 V2,CIRGEQ_FSR_macro
C18 H12 Ho2 O14,CIRQOM_FSR_macro
C68 H48 N8 O20 Pb4 S4,CIRTUT_FSR_macro
C32 H16 K4 O28 P4 Zn4,CISJEU_FSR_macro
C54 H42 O12 Y2,CISJIY01_FSR_macro
C54 Dy2 H42 O12,CISJOE01_FSR_macro
C54 Dy2 H42 O12,CISJOE_FSR_macro
C54 H42 Nd2 O12,CISJUK01_FSR_macro
C54 H42 Lu2 O12,CISKAR01_FSR_macro
C54 H42 O12 Pr2,CISKEV_FSR_macro
Br4 C44 H32 Hg2 N8,CISKIB_FSR_macro
C54 H42 Ho2 O12,CISKIZ01_FSR_macro
C26 H22 N4 O12 S2 U2,CISLEX_FSR_macro
C2 H6 N1 Na3 O10 S2,CISLIB_FSR_macro
C56 Cu4 H40 N8 O12,CISMOJ_FSR_macro
C52 H34 Na2 O30,CISQUT_FSR_macro
C44 Cu8 H36 I8 N12,CISTAB_FSR_macro
C72 Dy8 H68 N12 O52,CISVEH_FSR_macro
C24 Dy4 H40 O38,CISWEH_FSR_macro
C44 H28 O14 U2,CISXAE_FSR_macro
C52 Cu2 H44 N24 O28,CITBEO_FSR_macro
C52 Cu2 H44 N24 O28,CITBIS_FSR_macro
C12 Cd1 H12 N2 O8,CITDEO_FSR_macro
C32 Cd4 H24 N16 O4 S8,CITHOD_FSR_macro
C56 H64 O8 Sn4,CITLAV_FSR_macro
C44 H36 Na4 O12,CITLID_FSR_macro
C128 Cl8 H104 Hg4 N16 O16,CITNAW_FSR_macro
C44 Cl8 H56 O12 Sn4,CITTOR_FSR_macro
C30 H20 O12 Zn2,CITTUW_FSR_macro
C30 Cd2 H20 O12,CITVAE_FSR_macro
C28 Cd3 H30 N20 O4,CITVUX_FSR_macro
Ag8 C56 H56 N16,CITWEK_FSR_macro
Ag8 C36 H36 N12,CITWUA_FSR_macro
C56 Cu4 H48 N8 O16,CITYAG_FSR_macro
C28 Cu2 F12 H32 O16,CIVBER_FSR_macro
C42 H34 N2 O14 Zn2,CIVDIW_FSR_macro
C24 H24 N8 O28 U4,CIVTAF_FSR_macro
C24 H24 N8 O28 U4,CIVTEJ_FSR_macro
C12 Co3 H14 N4 O16,CIVWAG_FSR_macro
C32 H32 N12 O10 Zn2,CIWBUH_FSR_macro
C100 H88 N16 O20 Zn4,CIWDIY_FSR_macro
C8 H12 N16 O18 Sr2,CIWMIG_FSR_macro
C8 Ca2 H12 N16 O18,CIWMOM_FSR_macro
Ag4 C68 H44 N12 O16,CIWWUB_FSR_macro
C4 H8 Li2 N8 O10,CIWXAJ_FSR_macro
C48 H32 N80 Zn8,CIXDIZ_FSR_macro
C24 Cd4 H16 N40,CIXDOF_FSR_macro
C68 F24 H36 In4 O20,CIXDUJ_FSR_macro
C32 H48 Ni8 O56,CIXKEZ02_FSR_macro
C56 H52 N8 O20 Zn4,CIXNAZ_FSR_macro
C36 H40 N8 O16 Zn4,CIXPOP_FSR_macro
C52 Cl6 H48 La2 O22,CIXROR_FSR_macro
C52 Cl6 H48 Nd2 O22,CIXRUX_FSR_macro
C52 Cl6 Gd2 H48 O22,CIXSAE_FSR_macro
C56 H32 N8 O16 Sn4,CIXTAF_FSR_macro
Ag4 C24 H28 I4 N4,CIXXEM_FSR_macro
Ag4 C24 H28 I4 N4,CIXXIQ_FSR_macro
Ag4 C36 H28 I4 N4,CIXXOW_FSR_macro
C72 Cu4 H80 N8 O32 S8,CIXZIS_FSR_macro
C16 Cu2 H12 N20,CIYDAP01_FSR_macro
C36 Dy4 H28 O32 S6,CIYZAM_FSR_macro
C36 H28 Ho4 O32 S6,CIYZEQ_FSR_macro
C36 Er4 H28 O32 S6,CIYZIU_FSR_macro
C28 H28 Hg6 I12 N8 O4,CIYZOA_FSR_macro
C44 H32 N12 Ni2 S4,CIZFOG_FSR_macro
C60 H40 N12 O14 Zn2,CIZMIJ_FSR_macro
C60 Cd3 H42 N12 O16,CIZMOP_FSR_macro
C40 Co1 H26 N6 O10,CIZPIM_FSR_macro
C22 Cd4 H16 K2 N10 O20,CIZQAF_FSR_macro
C72 H60 Mn2 N4 O8 P4,CIZWIU_FSR_macro
C16 H16 Mn2 N12 S4,CIZXER_FSR_macro
C12 Cd2 Cl4 H16 N8,CLIMCD_FSR_macro
C12 Cd4 Cl8 H16 N8,CLIMZC_FSR_macro
C20 Cl8 Cu4 H20 N16 S4,CMEPCU_FSR_macro
C48 Cu4 H40 N16 O8,CNPRCV_FSR_macro
Br4 C124 Cu4 H144 N8,COBFUV_FSR_macro
C16 H20 N36 Zn4,COBLIP_FSR_macro
C8 H10 N24 Zn3,COBLOV_FSR_macro
C54 Co2 Cu2 H40 N8 O12,COBNUE_FSR_macro
C28 Cd2 H28 N8 O4 S4,COBTOF_FSR_macro
C44 Cl8 Cu4 H64 N24,COBZEB_FSR_macro
C56 H56 Hg4 N8 O16 Zn4,COCKAJ_FSR_macro
Ba2 C24 H16 N4 O12,COCPOZ_FSR_macro
C60 H52 N8 O8 Zn2,COCTAQ_FSR_macro
C32 Cu2 H28 I2 N4 S6,COCVIA_FSR_macro
C64 Cu4 H56 I4 N8 S12,COCWAT_FSR_macro
C52 Cu2 H48 N4 O12,COCYUP_FSR_macro
C32 H24 I12 Mn2 O12,COCZEA_FSR_macro
C52 Cd2 H48 N4 O10,COCZIE_FSR_macro
C26 Cu2 H30 N4 O8,COCZOK_FSR_macro
C16 H32 Mn4 O28,CODFEH_FSR_macro
C112 H92 N16 O24 Zn6,CODSOF_FSR_macro
C48 Cd2 H42 N8 O8,CODTEW_FSR_macro
C24 Cl4 Cs4 H56 O16,CODVUO_FSR_macro
C44 H36 Hg4 I8 N12 O4,CODWEA_FSR_macro
Br8 C44 H36 Hg4 N12 O4,CODWIE_FSR_macro
C44 Cl8 H36 Hg4 N12 O4,CODWOK_FSR_macro
C44 Cd4 H36 I8 N12 O4,CODWUQ_FSR_macro
C40 Co2 H56 N8 O12,COFNOB_FSR_macro
C66 Cd1 Cl2 Co2 H54 N12 O4,COFSIB_FSR_macro
C52 H36 N8 O28 Sm4,COFZON_FSR_macro
C32 Cu8 H16 I4 N20,COGLOA_FSR_macro
C28 Cu2 H24 N20,COGVEC_FSR_macro
C28 Co2 H24 N20,COGXUU_FSR_macro
C28 H24 N20 Zn2,COGYAB_FSR_macro
C28 Cd2 H24 N20,COGYEF_FSR_macro
Ag4 C22 H18 N4 O8,COHBEI_FSR_macro
Ag4 C28 H24 N4 O8,COHBOS_FSR_macro
C42 H28 N4 Ni2 O14,COHGOW_FSR_macro
C26 Co2 H20 N4 O14,COHHAJ_FSR_macro
C8 Cl6 Ga2 H16 O4,COHPEU01_FSR_macro
C32 H30 K2 O8 S4,COHRIA_FSR_macro
Br4 C24 H20 N4 O4 Zn2,COHVOM01_FSR_macro
C72 Cu4 H56 N16 O24 S4,COJLET_FSR_macro
C160 H96 N8 O32 Zn8,COJMOF01_FSR_macro
C30 Cu2 H20 N12 O2,COJQEY_FSR_macro
C8 Cd1 H10 O12,COJRUP_FSR_macro
C24 Cu2 H44 O10,COJWUT_FSR_macro
C80 Cd4 H80 N16 O20 S4,COKDAI_FSR_macro
C34 Cd1 H36 N4 O8 S2,COKDIQ_FSR_macro
C28 Cu2 H52 O10,COKGAK_FSR_macro
C20 Ca4 H40 O24,COKJUH01_FSR_macro
Br2 C28 Cd2 H28 N4 O10,COKLEV_FSR_macro
C30 Fe6 H6 O30,COKMEW_FSR_macro
C30 Co6 H6 O30,COKMIA_FSR_macro
C37 Cu6 H6 O44,COKMOG_FSR_macro
C30 H6 Mn6 O30,COKMUM_FSR_macro
C30 H6 O30 Zn6,COKNAT_FSR_macro
C24 Cu6 H6 O18,COKNIB_FSR_macro
C24 Fe6 H6 O18,COKNOH_FSR_macro
C24 Cu4 H28 N28,COKNUL_FSR_macro
C24 H6 Mn6 O18,COKNUN01_FSR_macro
Ag12 C56 Er4 H24 N8 O44,COKPAU_FSR_macro
C30 H6 Mg6 O30,COKPEZ_FSR_macro
C36 Fe6 H6 O42,COKPID_FSR_macro
C36 Co6 H6 O42,COKPOJ_FSR_macro
C36 H6 O42 Zn6,COKPUP_FSR_macro
C28 H32 K2 Mn1 O26 S4,COKRAX_FSR_macro
Br8 C160 Cd8 H168 N32 O32,COKXIL_FSR_macro
C20 Cl4 Cu4 H20 N4,COKYUW_FSR_macro
C16 H56 N88 Zn8,COLBUB_FSR_macro
C56 H56 Hg4 I8 N16,COLRUR_FSR_macro
Br8 C56 H56 Hg4 N16,COLSAY_FSR_macro
C56 Cl8 Cu4 H48 N8 O8,COLVEE_FSR_macro
C20 H32 O20 Zn2,COLWAC_FSR_macro
C32 Cd2 Cl2 H30 N4 O4 S2,COLYAE_FSR_macro
C8 Co2 H16 O14,COMALT01_FSR_macro
C24 H16 N16 O12 Zn4,COMDEO_FSR_macro
C32 Cd2 H16 Na4 O20,COMGIV_FSR_macro
C16 Cu8 H32 N40,COMHUI_FSR_macro
C8 Cu8 H20 N20 O20 S4,COMJAQ_FSR_macro
C28 H20 La4 N4 O28 S2,COMMEZ_FSR_macro
C24 Cu4 H24 O8 S8,COMMOH_FSR_macro
C48 Cd4 H48 O16 S16,COMMUN_FSR_macro
C216 H168 N24 O40 Zn8,COMZAH_FSR_macro
C60 H40 N8 O24 Zn4,CONPAY_FSR_macro
Ag4 C32 H36 N8 O8 S4,CONWEI_FSR_macro
C32 H32 K4 N4 O8,CONWOS_FSR_macro
C8 Cu2 H8 O16 Sr2,CONXEI01_FSR_macro
C8 Cu4 H12 O8,COPACT02_FSR_macro
Ag2 C28 H16 N6 O6,COQPAZ01_FSR_macro
Ag2 C28 H16 N6 O6,COQPAZ_FSR_macro
C20 H24 N12 O12 Sr2,COQRIJ_FSR_macro
C40 H48 K4 N8 O4 S4,COQTAE_FSR_macro
C16 F12 H24 N8 O12 S4 Zn2,COQWUC_FSR_macro
C28 H40 N4 Na2 O4 P2,COQYUD_FSR_macro
C46 Dy2 H42 O16,CORDIY_FSR_macro
C24 Cu2 H24 N4 O12 S2,CORHAS06_FSR_macro
C10 Cu2 H8 N6 S2,CORJIC_FSR_macro
C8 Cl4 H16 Np2 O6,CORPEF_FSR_macro
C20 Cu2 H16 Mo6 N4 O24 Te2,CORZAL_FSR_macro
C20 H16 Mo6 N4 Ni2 O24 Te2,CORZEP_FSR_macro
C88 H64 N24 O40 Zn8,COSBIW_FSR_macro
C14 H20 N2 O18 Zn3,COSFAS_FSR_macro
C96 H90 In6 N24 O48,COSMII_FSR_macro
Ag4 C20 H24 N4 O8,COTBOC_FSR_macro
C34 H42 N6 O14 S2 Zn2,COTROU_FSR_macro
C28 H24 N16 O12 Zn4,COTTEM_FSR_macro
C30 Cd2 H38 N6 O14 S2,COVBOG_FSR_macro
C18 Cu1 H20 N4 O6,COVVAM_FSR_macro
C48 Cl4 Cu2 H48 N24,COWKIJ_FSR_macro
C8 Cd4 H40 N40 O24 S4,COWKUV_FSR_macro
C8 Cd10 H20 N40 O20 S4,COWLAC03_FSR_macro
C4 Cd2 Cl4 H12 N20,COWLEG_FSR_macro
C200 Co12 H168 N8 O80 S12,COWRIR_FSR_macro
C44 Co1 H30 O18,COWRUD_FSR_macro
C44 H30 Ni1 O18,COWSAK_FSR_macro
C44 Co2 H36 O22,COWSEO_FSR_macro
C28 Cu2 H40 N8 Ni2 O24,COWTOY_FSR_macro
C52 Cl4 H40 Mn2 N8 S4,COWTUF_FSR_macro
C14 Cu1 H20 N4 O12 Zn1,COWVAM_FSR_macro
C52 Cl4 H40 N8 Ni2 S4,COWVAN_FSR_macro
C20 Cu2 Dy4 H28 N8 O36 S2,COWVIU_FSR_macro
C56 Cu16 H64 N48,COXCOJ_FSR_macro
C56 Cu16 H48 N48 O8,COXDEA_FSR_macro
C32 H20 Li4 O16,COXKUW_FSR_macro
C40 Cd4 H44 N8 O22 S4,COXQUB_FSR_macro
C34 Cl2 Co1 H26 N14,COXTAM_FSR_macro
C176 Cu12 H164 Mo4 N36 O4 S16,COYCEZ_FSR_macro
C24 H20 Mn1 N18 O4,COYHOP_FSR_macro
C28 Cu4 H28 N16 O4,COYKEH_FSR_macro
C32 H8 K8 O68 Pr8,COYNOV_FSR_macro
C20 H24 La4 O32,COYYOE_FSR_macro
C32 H32 Na16 O48,COZGED01_FSR_macro
C60 H36 N24 Zn6,COZLIP_FSR_macro
C60 Cd6 H36 N24,COZLUB_FSR_macro
C60 Co6 H36 N24,COZMEM_FSR_macro
C36 Cl4 H32 N12 Zn2,COZVOD_FSR_macro
C28 H28 O16 Sr2,CSSALB01_FSR_macro
C126 H102 O36 Zn9,CUBBEI_FSR_macro
C24 H24 N6 O18 Zn4,CUBMOD_FSR_macro
C48 Cd6 H40 N12 O30,CUBMUJ_FSR_macro
C16 Cu2 H28 O8,CUBUTR02_FSR_macro
C8 Cl6 Cu3 H16 O4,CUCDOX01_FSR_macro
C10 Cl2 Cu2 H10 N2,CUCLPY_FSR_macro
C20 Cl8 Cu4 H20 N4 O4,CUCPYO12_FSR_macro
C54 H36 N4 O16 Zn2,CUCRAV_FSR_macro
C90 H130 Li10 N20,CUCSAU_FSR_macro
C36 H48 Mo4 N8 O16,CUCSAW_FSR_macro
C22 H30 N4 O12 Zn3,CUCSIE_FSR_macro
C120 H76 N12 O28 Zn6,CUCTAX_FSR_macro
C16 Cu4 H24 O28,CUDTAR02_FSR_macro
C16 H18 Mn2 N2 O12,CUFCEN_FSR_macro
C24 H28 Mn3 N2 O22,CUFFAM_FSR_macro
C40 Cd4 Cl4 H38 N12 O26 Tb2,CUFGOB_FSR_macro
C40 Cd4 Cl4 Dy2 H38 N12 O26,CUFGUH_FSR_macro
Ag10 C50 H32 N18,CUFHUI_FSR_macro
C16 Cu4 H24 O20,CUFODO11_FSR_macro
C16 Cu8 H16 O32,CUFORM02_FSR_macro
C32 H24 O30 U4,CUFQAX_FSR_macro
C126 H66 O48 U6,CUFYUZ_FSR_macro
Br4 C34 Cu4 H28 N2 P2,CUGCAK_FSR_macro
B2 C26 H24 N16 O4 Zn2,CUGFAN01_FSR_macro
B2 C26 Cu2 H24 N16 O4,CUGFIV_FSR_macro
B2 C26 Cd2 H24 N16 O4,CUGFOB_FSR_macro
B2 C26 H24 Mn2 N16 O4,CUGFUH_FSR_macro
C20 Cu4 H36 N4 O20,CUGLTM01_FSR_macro
Ba4 C16 H16 O24,CUGQUR_FSR_macro
C16 Ca4 H16 O24,CUGREC_FSR_macro
C8 Ca2 H8 O12,CUGROM_FSR_macro
Ba4 C16 H32 O32,CUGSAZ_FSR_macro
Ba4 C16 H36 O34,CUGSED_FSR_macro
C8 H8 O12 Sr2,CUGSON_FSR_macro
C8 H12 O14 Sr2,CUGSUT_FSR_macro
C66 Cu3 H42 N36,CUGVUW_FSR_macro
C14 Cu2 H14 N4 S2,CUGZOT_FSR_macro
C32 Cu4 H36 N8 S4,CUGZUZ_FSR_macro
C52 Cu4 H56 N12 S4,CUHBAI_FSR_macro
C26 Cu2 H28 N6 S2,CUHBIQ01_FSR_macro
C14 Ca2 H28 O12,CUHGER_FSR_macro
C16 Cu2 H20 O20,CUHMAM01_FSR_macro
C72 Cd4 H48 N8 O16,CUHPUR_FSR_macro
C60 Gd4 H36 N8 O24,CUHYUB_FSR_macro
C16 Cu2 H22 I2 N2,CUICOL10_FSR_macro
C60 H36 N8 O24 Tb4,CUJCIV_FSR_macro
C42 Dy2 H70 O38,CUJWIP_FSR_macro
Ag4 C16 H20 N16 O12,CUJZAJ_FSR_macro
C48 H28 N8 O16 Pb2,CUKBEQ_FSR_macro
C54 Dy2 H62 O28,CUKKIE_FSR_macro
C54 H62 Ho2 O28,CUKKOK_FSR_macro
C44 Cd2 H56 N12 O16 S2,CUKZAK_FSR_macro
Ag4 C40 H56 N16 O22 V8,CUKZOY_FSR_macro
C16 H36 N4 O24 Zn4,CUMBAO_FSR_macro
C36 Cd2 H32 N8 O8 S6,CUMBOC_FSR_macro
C36 H32 N8 O8 S6 Zn2,CUMBUI_FSR_macro
C36 H32 Mn2 N8 O8 S6,CUMCAP_FSR_macro
C36 Co2 H32 N8 O8 S6,CUMCET_FSR_macro
C84 Cl4 Dy4 F6 H108 N12 Na6 O20,CUMDIZ_FSR_macro
C88 H92 N8 O16 Zn4,CUMFAT_FSR_macro
C72 Cu4 H56 N16 O16,CUMFUM_FSR_macro
C24 Cd8 H28 N52 O4,CUMJAX_FSR_macro
C24 Cd6 H30 N54,CUMJEB_FSR_macro
C56 H42 Mn3 N4 O12,CUMKOM_FSR_macro
C28 Cd1 H28 N10 O6,CUMLED_FSR_macro
C56 Cd4 H44 N12 O18,CUMLIH_FSR_macro
C72 Cd4 H36 N12 O24 Ru2,CUMMEE_FSR_macro
C104 Fe4 H88 N8 O12 Zn2,CUMREI_FSR_macro
C104 Cd2 Fe4 H88 N8 O12,CUMRIM_FSR_macro
C84 Cd6 H76 N16 O36 S4,CUMROS_FSR_macro
C72 Cd2 H56 N8 O8,CUMSEJ01_FSR_macro
C28 H16 N16 O4 Zn4,CUMZAN_FSR_macro
C40 H40 Mn2 N10 O8,CUMZOB_FSR_macro
C24 Cu2 H18 I2 N4 O3,CUNFEX_FSR_macro
C32 Cu16 H48 I8 N24,CUNFOH01_FSR_macro
C64 Cd6 H44 N4 O36,CUNKEE_FSR_macro
C20 H32 I2 N4 S8 Sb2,CUNMUT_FSR_macro
C44 H28 N8 O18 Zn4,CUNVAJ_FSR_macro
C44 Cd2 Co2 H28 N8 O18,CUNVEN_FSR_macro
C32 Cu2 H60 O8,CUOCTN01_FSR_macro
C16 Gd4 H36 O32,CUPHOM_FSR_macro
C12 Cu1 H8 N2 O4,CUPICH13_FSR_macro
C32 H52 K2 N6 O18 S2,CUPQUA_FSR_macro
C34 H44 N6 Na2 O12 S2,CUPROV_FSR_macro
C48 H36 K4 N8 O16 S4,CUPSOW_FSR_macro
C88 Cu4 H68 I4 N12 O4,CUPWIV_FSR_macro
C88 Cu4 H68 I4 N12 O4,CUPXOC_FSR_macro
C8 Cu2 H8 N8 O12,CUPYAR01_FSR_macro
C16 Cl4 Cu2 H16 N8 O16,CUPYZP02_FSR_macro
C56 H44 N2 O12 Zn2,CUQNUZ_FSR_macro
C70 H60 N4 O12 Zn2,CUQPAH_FSR_macro
C52 H36 N20 O8 Zn4,CUQPUB_FSR_macro
